ID No.,Nickname,PCE,Voc (V),Jsc (mA cm^2),FF,Mw (kg mol^-1),Mn (kg mol^-1),PDI (=Mw/Mn),Monomer (g mol^-1),-HOMO (eV),-LUMO (eV),bandgap(eV),SMILES
936,PDDTT,3.23,0.771,6.42,0.65,39.6,22.0 ,1.80 ,612,5.17,3.18,1.99,CC1=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=C(C2=CC=C(C3=CC=C(C)S3)S2)S1
939,PTVcBBO,0.01,0.35,0.12,0.26,13.4,5.6 ,2.40 ,658,5.19,3.02,2.17,CC1=NC2=C(C=C(OC(/C=C/C3=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=C(/C=C/C)S3)=N4)C4=C2)O1
941,PEBT,0.53,0.57,2.33,0.4,5.1,4.4 ,1.16 ,556,5.3,3.65,1.77,CC1=CC(CCCCCCCCCCCC)=C(/C=C/C2=C(CCCCCCCCCCCC)C=C(C)S2)S1
942,PEBTBT,1.07,0.45,4.16,0.57,6.4,4.7 ,1.36 ,690,4.89,3.69,1.37,CC1=CC(CCCCCCCCCCCC)=C(/C=C/C2=C(CCCCCCCCCCCC)C=C(C3=CC=C(C)C4=NSN=C34)S2)S1
943,PEBTBTTBT,1.04,0.6,4.41,0.4,5.7,3.9 ,1.47 ,854,4.95,3.39,1.57,CC1=CC(CCCCCCCCCCCC)=C(/C=C/C2=C(CCCCCCCCCCCC)C=C(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)C6=NSN=C46)S3)S2)S1
944,PCzTh-TVCN,1.33,0.99,3.72,0.361,59.5,16.0 ,3.72 ,830,5.57,3.39,2.18,CC1=CC2=C(C(C=CC(C3=CC(/C=C/C4=CC=C(/C=C(C(OCCCCCCCC)=O)\C#N)S4)=C(C)S3)=C5)=C5N2C(CCCCCCCC)CCCCCCCC)C=C1
945,PCzTh-TVDCN,2.16,1.03,5.75,0.365,52.9,13.8 ,3.83 ,699,5.6,3.55,2.05,CC1=CC2=C(C(C=CC(C3=CC(/C=C/C4=CC=C(/C=C(C#N)\C#N)S4)=C(C)S3)=C5)=C5N2C(CCCCCCCC)CCCCCCCC)C=C1
947,PQTDPP,2.28,0.58,7.16,0.55,987.0,345.0 ,2.86 ,1217,5.19,3.64,1.36,CC1=CC(CCCCCCCCCCCC)=C(C2=CC=C(C3=CC=C(C4=C(CCCCCCCCCCCC)C=C(C5=CC=C(C6=C7C(C(N6CC(CCCC)CC)=O)=C(C8=CC=C(C)S8)N(CC(CC)CCCC)C7=O)S5)S4)S3)S2)S1
948,PQTVTDPP,1.97,0.5,7.6,0.51,691.0,302.0 ,2.29 ,1243,5.05,3.66,1.33,CC1=CC(CCCCCCCCCCCC)=C(C2=CC=C(/C=C/C3=CC=C(C4=C(CCCCCCCCCCCC)C=C(C5=CC=C(C6=C7C(C(N6CC(CCCC)CC)=O)=C(C8=CC=C(C)S8)N(CC(CC)CCCC)C7=O)S5)S4)S3)S2)S1
949,PBDTNTDO-1,1.09,0.81,4.71,0.287,59.9,24.1 ,2.48 ,770,5.14,3.28,1.82,CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=C4C(C(C(C=C(CCCCCC)C=C5)=C5C4=O)=O)=C(C)S3)S6)C6=C2OCC(CCCC)CC)S1
950,PBDTNTDO-2,1.52,0.88,5.67,0.305,40.1,13.0 ,3.07 ,742,5.19,3.3,1.83,CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=C4C(C(C(C=C(C(C)(C)C)C=C5)=C5C4=O)=O)=C(C)S3)S6)C6=C2OCC(CCCC)CC)S1
951,PBDTNTDO-C1,1.96,0.87,4.42,0.508,11.1,6.3 ,1.70 ,942,5.19,3.38,1.81,CC1=CC2=C(OCC(CCCC)CC)C3=C(C=C(C4=C5C(C(C(C=C(OCCCCCCCC)C(OCCCCCCCC)=C6)=C6C5=O)=O)=C(C)S4)S3)C(OCC(CC)CCCC)=C2S1
952,PBDTNTDO-C2,1.01,0.71,4.21,0.34,17.2,3.9 ,4.30 ,814,5.23,3.33,1.8,CC1=CC2=C(OCC(CCCC)CC)C3=C(C=C(C4=C5C(C(C(C=C(OCCCCCCCC)C=C6)=C6C5=O)=O)=C(C)S4)S3)C(OCC(CC)CCCC)=C2S1
953,PBDTNTDO-C3,2.21,0.81,4.93,0.552,53.4,21.9 ,2.40 ,798,5.27,3.39,1.79,CC1=CC2=C(OCC(CCCC)CC)C3=C(C=C(C4=C5C(C(C(C=C(CCCCCCCC)C=C6)=C6C5=O)=O)=C(C)S4)S3)C(OCC(CC)CCCC)=C2S1
955,PBDTP-DPP,6.0,0.76,13.6,0.6,69.0,36.3 ,1.90 ,1229,5.35,3.56,1.46,CC1=CC2=C(C(C=C3)=CC=C3CC(CC)CCCC)C4=C(C=C(C5=CC=C(C(N(CC(CCCC)CCCCCC)C6=O)=C7C6=C(C8=CC=C(C)S8)N(CC(CCCCCC)CCCC)C7=O)S5)S4)C(C(C=C9)=CC=C9CC(CCCC)CC)=C2S1
956,PBDTT-FDPP,5.5,0.77,13.8,0.55,63.4,28.8 ,2.20 ,1097,5.26,3.64,1.55,CC1=CC2=C(C3=CC=C(CC(CC)CCCC)S3)C4=C(C=C(C5=CC=C(C(N(CC(CCCC)CC)C6=O)=C7C6=C(C8=CC=C(C)O8)N(CC(CC)CCCC)C7=O)O5)S4)C(C9=CC=C(CC(CCCC)CC)S9)=C2S1
958,PT-Tz-DTBT,2.63,0.76,7.75,0.45,41.1,22.0 ,1.87 ,1049,5.58,3.65,1.91,CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=NC(/C=C/C4=C(CCCCCC)C=C(C5=CC=C(C6=CC(CCCCCC)=CS6)C7=NSN=C75)S4)=C(C)S3)S8)C8=C2OCC(CC)CCCC)S1
959,PT-Tz-DTffBT,4.42,0.88,10.11,0.5,83.9,36.6 ,2.29 ,1085,5.59,3.57,1.92,CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=NC(/C=C/C4=C(CCCCCC)C=C(C5=C(F)C(F)=C(C6=CC(CCCCCC)=CS6)C7=NSN=C75)S4)=C(C)S3)S8)C8=C2OCC(CC)CCCC)S1
961,PBdT-TTz,3.4,0.9,5.5,0.687,17.2,11.3 ,1.52 ,946,5.19,2.9,1.91,CC1=C(CCCCCC)C=C(C(S2)=NC3=C2N=C(S3)C4=CC(CCCCCC)=C(C5=CC6=C(C(OCCCCCCCC)=C(OCCCCCCCC)C7=C6C=C(C)S7)S5)S4)S1
962,PBdT-DTBT,1.13,0.8,4.58,0.307,19.1,11.2 ,1.70 ,940,5.09,3.1,1.7,CC1=C(CCCCCC)C=C(C2=CC=C(C3=NSN=C32)C4=CC(CCCCCC)=C(C5=CC6=C(C(OCCCCCCCC)=C(OCCCCCCCC)C7=C6C=C(C)S7)S5)S4)S1
963,PBdT-DPP,1.31,0.71,3.28,0.561,14.3,9.1 ,1.57 ,997,5.01,3.36,1.41,CC1=CC2=C(S1)C(OCCCCCCCC)=C(OCCCCCCCC)C3=C2C=C(S3)C4=CC=C(C5=C6C(C(N5CC(CCCC)CC)=O)=C(C7=CC=C(C)S7)N(CC(CC)CCCC)C6=O)S4
964,P1,4.51,0.65,11.72,0.587,60.5,31.7 ,1.90 ,1320,5.34,3.7,1.64,CC1=CC2=C(C3=CC=C(CC(CC)CCCC)[Se]3)C(SC(C4=CC=C(C5=C(OCC(CCCCCCC)(CCCCCCC)CO6)C6=C(C7=CC=C(C)C8=NSN=C78)S5)C9=NSN=C49)=C%10)=C%10C(C%11=CC=C(CC(CC)CCCC)[Se]%11)=C2S1
965,P2,3.58,0.68,9.94,0.528,60.0,29.4 ,2.04 ,965,5.73,3.88,1.85,CC1=CC2=C(C3=CC=C(CC(CC)CCCC)[Se]3)C(SC(C4=C(C(N(CC(CC)CCCC)C5=O)=O)C5=C(C)S4)=C6)=C6C(C7=CC=C(CC(CC)CCCC)[Se]7)=C2S1
966,PBDT-TTz,3.32,0.92,6.21,0.58,149.5,56.0 ,2.67 ,943,5.42,3.58,1.85,CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C(CC(CCCC)CC)C=C(C4=NN=C(C5=CC(CC(CCCC)CC)=C(C)S5)N=N4)S3)S6)C6=C2OCC(CCCC)CC)S1
967,PBDT-TDPP-S,4.89,0.84,10.04,0.56,17.0,13.4 ,1.27 ,1186,5.34,3.52,1.73,CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=CC(/C=C/C4=CC=C(C5=CC=C(C6=C7C(C(N6CC(CC)CCCC)=O)=C(C8=CC=CS8)N(CC(CC)CCCC)C7=O)S5)S4)=C(C)S3)S9)C9=C2OCC(CCCC)CC)S1
968,PBDT-I,1.53,0.84,3.9,0.46,168.3,33.0 ,5.10 ,1183,5.82,3.88,1.58,CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=CC4=C(/C(C(N4CC(CCCCCC)CCCCCCCC)=O)=C5C(N(CC(CCCCCC)CCCCCCCC)C6=CC=CC(C)=C6)=O)C=C3)S7)C7=C2OCC(CCCC)CC)S1
969,PBDT-TIT,4.22,0.79,7.87,0.68,109.2,42.0 ,2.60 ,1347,5.78,3.91,1.61,CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=CC=C(C4=CC5=C(/C(C(N5CC(CCCCCC)CCCCCCCC)=O)=C6C(N(CC(CCCCCC)CCCCCCCC)C7=CC=CC(C8=CC=C(C)S8)=C7)=O)C=C4)S3)S9)C9=C2OCC(CCCC)CC)S1
970,PBDT-OIO,1.39,0.73,3.15,0.6,243.0,90.0 ,2.70 ,1571,5.74,3.91,1.59,CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=C(CCCCCCCC)C=C(C4=CC5=C(/C(C(N5CC(CCCCCC)CCCCCCCC)=O)=C6C(N(CC(CCCCCC)CCCCCCCC)C7=CC=CC(C8=CC(CCCCCCCC)=C(C)S8)=C7)=O)C=C4)S3)S9)C9=C2OCC(CCCC)CC)S1
972,PBTT-BT (P1),2.18,0.81,6.07,0.44,254.2,41.0 ,6.20 ,646,5.09,3.34,1.75,CC(C1=NSN=C12)=CC=C2C3=CC(C4=C5SC(C(CCCCCCCC)CCCCCCCC)=C4)=C(S3)C6=C5C=C(C)S6
973,PBTTDPP,0.78,0.67,2.79,0.43,19.0,11.5 ,1.65 ,1020,4.96,3.69,1.27,CC1=CC(C2=C3SC(CCCCCCCCCCCCCCCC)=C2)=C(S1)C4=C3C=C(C5=C6C(C(N(CCCCCCCCCCCC)C6=O)=O)=C(C)S5)S4
974,PBTTTTz,1.03,0.62,3.09,0.56,104.9,22.7 ,4.62 ,1395,5.15,3.52,1.63,CC1=CC(C2=C3SC(CCCCCCCCCCCCCCCC)=C2)=C(S1)C4=C3C=C(C5=CC(OCCCCCCCCCCCCCCCCCCCC)=C(C6=NC(SC(C7=C(OCCCCCCCCCCCCCCCCCCCC)C=C(C)S7)=N8)=C8S6)S5)S4
975,PBTTTPD,0.75,0.79,2.64,0.37,35.7,14.9 ,2.40 ,817,5.41,3.61,1.8,CC1=CC(C2=C3SC(CCCCCCCCCCCCCCCC)=C2)=C(S1)C4=C3C=C(C5=C6C(C(N(CCCCCCCCCCCC)C6=O)=O)=C(C)S5)S4
976,PBTTTzQx,0.63,0.43,3.16,0.48,23.3,17.4 ,1.34 ,1737,4.8,3.6,1.2,CC1=CC(C2=C3SC(CCCCCCCCCCCCCCCC)=C2)=C(S1)C4=C3C=C(C5=CC=C(C6=C7C(N=C(C8=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C8)C(C9=CC=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C9)=N7)=C(C%10=CC=C(C)S%10)C%11=NSN=C6%11)S5)S4
979,PNB-4,5.27,0.64,13.5,0.62,54.1,33.4 ,1.62 ,1103,5.14,3.54,1.64,CC1=CC2=C(C(SC(C3=C(CCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCC)=C(C)S5)C6=NSN=C46)S3)=C7)=C7C8=C2C=C(OCC(CCCC)CC)C(OCC(CCCC)CC)=C8)S1
980,PBDTTT-EFF,5.28,0.693,11.77,0.648,10.5,5.7 ,1.85 ,886,5.19,3.64,1.55,CC1=C2C(SC(C(OCC(CC)CCCC)=O)=C2F)=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)O5)C6=C(C=C(C)S6)C(C7=CC=C(CC(CC)CCCC)O7)=C4S3)S1
981,PBDTTT-EFT,9.0,0.784,16.86,0.682,44.2,22.0 ,2.01 ,918,5.24,3.66,1.58,CC1=C2C(SC(C(OCC(CC)CCCC)=O)=C2F)=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C6=C(C=C(C)S6)C(C7=CC=C(CC(CC)CCCC)S7)=C4S3)S1
982,PBDTTT-EFS,8.78,0.807,16.57,0.656,160.8,69.0 ,2.33 ,1014,5.29,3.71,1.58,CC1=C2C(SC(C(OCC(CC)CCCC)=O)=C2F)=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)[Se]5)C6=C(C=C(C)S6)C(C7=CC=C(CC(CC)CCCC)[Se]7)=C4S3)S1
983,PDBPTBT-2,3.28,0.9,6.1,0.59,99.3,51.4 ,1.93 ,989,5.51,3.49,2.02,CC1=CC2=C(C3=CC=C(C4=CC=C(C5=C(OCC(CC)CCCC)C(OCC(CCCC)CC)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)C=C3C(CCCCCCCC)(CCCCCCCC)O2)C=C1
984,PDBPTBT-3,3.99,0.8,8.03,0.62,41.9,21.1 ,1.99 ,989,5.44,3.46,1.98,CC1=CC2=C(C3=CC=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)C=C3C(CCCCCCCC)(CCCCCCCC)O2)C=C1
985,PDBPTBT-4,4.1,0.75,9.42,0.58,85.3,62.9 ,1.36 ,860,5.32,3.5,1.82,CC1=CC2=C(C3=CC=C(C4=CC=C(C5=C(OCCCCCCCC)C=C(C6=CC=C(C)S6)C7=NSN=C75)S4)C=C3C(CCCCCCCC)(CCCCCCCC)O2)C=C1
986,PDBPTBT-5,7.06,0.96,11.09,0.67,160.0,33.4 ,4.79 ,878,5.57,3.63,1.94,CC1=CC2=C(C3=CC=C(C4=CC=C(C5=C(OCCCCCCCC)C(F)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)C=C3C(CCCCCCCC)(CCCCCCCC)O2)C=C1
987,P1,4.35,0.81,9.96,0.538,30.9,17.0 ,1.82 ,1442,5.41,3.59,1.82,CC(S1)=CC2=C1C(C3=CC=C(C4=CC=C(OCC(CCCC)CC)C=C4)S3)=C(C=C(C5=C(CCCCCCCC)C=C(C6=C(C(N(CC(CC)CCCC)C7=O)=O)C7=C(C8=CC(CCCCCCCC)=C(C)S8)S6)S5)S9)C9=C2C%10=CC=C(C%11=CC=C(OCC(CCCC)CC)C=C%11)S%10
989,P3,7.43,1.0,13.25,0.556,57.0,38.0 ,1.50 ,1514,5.5,3.68,1.82,CC1=CC2=C(C(C3=CC=C(S3)C4=CC(F)=C(C(F)=C4)OCC(CC)CCCC)=C5C=C(SC5=C2C6=CC=C(S6)C7=CC(F)=C(C(F)=C7)OCC(CC)CCCC)C8=C(C=C(S8)C9=C(C%10=C(S9)C%11=CC(CCCCCCCC)=C(S%11)C)C(N(C%10=O)CC(CCCC)CC)=O)CCCCCCCC)S1
990,P0,7.69,0.768,15.79,0.636,47.3,21.0 ,2.25 ,921,5.34,3.59,1.75,CC1=CC(OCC(CCCCCCCC)CCCCCC)=C(C2=CC=C(C3=C(F)C(F)=C(C4=CC=C(C)S4)C5=NSN=C35)S2)C=C1OCC(CCCCCC)CCCCCCCC
991,PBT,0.96,0.57,4.23,0.4,52.2,24.7 ,2.10 ,1083,4.87,3.3,1.57,CC1=CC(SC2=C3SC(C4=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C5=CC=C(C6=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C)S6)C7=NSN=C75)S4)=C2)=C3S1
993,PDFBT,7.15,0.73,14.32,0.69,62.5,29.1 ,2.10 ,1119,5.11,3.52,1.59,CC1=CC(SC2=C3SC(C4=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C5=C(F)C(F)=C(C6=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C)S6)C7=NSN=C75)S4)=C2)=C3S1
994,P1-0,7.04,0.8,13.38,0.68,91.1,41.1 ,2.24 ,504,5.56,3.83,1.73,CC1=C(OCC(CCCCCCCC)CCCCCC)C(F)=C(C2=CC=C(C)S2)C3=NSN=C31
996,PBDD-ff4T,8.8,0.95,13.2,0.73,80.2,56.9 ,1.41 ,1060,5.42,3.53,1.74,CC1=C(F)C=C(C2=C(CC(CC)CCCC)C=C(C3=C4C(C(C5=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C5C4=O)=O)=C(C6=CC(CC(CCCC)CC)=C(C7=CC(F)=C(C)S7)S6)S3)S2)S1
997,PBDPP-OD,1.9,0.74,4.3,0.67,,114.0 ,3.60 ,1465,5.27,3.86,1.41,CC1=CC2=C(C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C5=O)=C6C5=C(C7=CC=C(C)S7)N(CC(CCCCCCCCCC)CCCCCCCC)C6=O)S4)S8)C8=C2C9=CC=C(CC(CC)CCCC)S9)S1
999,PTB7-TV,8.55,0.75,15.75,0.72,53.2,15.2 ,3.50 ,866,5.15,3.24,1.64,CC1=CC2=C(C(OCCCCCCCCCC=C)=C(C=C(C3=C4C(SC(C(OCC(CC)CCCC)=O)=C4F)=C(C)S3)S5)C5=C2OCCCCCCCCCC=C)S1
1002,PDPPTT-2T,6.1,0.6,15.8,0.64,205.9,106.7 ,1.93 ,1027,4.8,3.44,1.36,CC1=CC=C(C2=C3C(C(N2CC(CCCCCCCC)CCCCCCCCCC)=O)=C(C4=CC5=C(C=C(C6=CC=C(C)S6)S5)S4)N(CC(CCCCCCCCCC)CCCCCCCC)C3=O)S1
1003,PDPPMT-2T,6.5,0.62,15.8,0.66,229.4,138.8 ,1.65 ,873,4.8,3.46,1.34,CC1=CC=C(C2=C3C(C(N2CC(CCCCCCCC)CCCCCC)=O)=C(C4=CC(C)=C(C5=CC=C(C)S5)S4)N(CC(CCCCCC)CCCCCCCC)C3=O)S1
1004,PffBX4T-2OD,9.1,0.875,15.8,0.66,189.0,102.0 ,1.86 ,1185,5.51,3.85,1.66,CC1=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C4=CC=C(C5=CC=C(C)S5)S4)S3)C6=NON=C62)S1
1006,PTBI2TR,7.1,1.0,10.9,0.65,984.0,65.2 ,15.09 ,1421,5.58,3.31,1.71,O=C(N1CC(CCCCCC)CCCCCCCC)C2C=C(C)SC2C3=C(C(SC(C(SC(C4=C(CCCCCCCCCCCC)C=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)=C6)=C6C(N7CC(CCCCCC)CCCCCCCC)=O)=C8C7=O)=C8S3)C1=O
1009,PBDTDTBT-H,7.56,0.83,13.92,0.665,165.0,98.2 ,1.68 ,1057,5.03,3.3,1.73,CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=CC=C(C5=CC(CC(CC)CCCC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2C8=CC=CC=C8
1010,PBDTDTBT-R,8.12,0.84,13.64,0.717,282.2,120.1 ,2.35 ,1185,5.01,3.29,1.72,CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=CC=C(C5=CC(CC(CC)CCCC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2C8=CC=C(OCC(CC)CCCC)C=C8
1012,PBDTDTffBT-R,9.01,0.88,13.98,0.739,153.3,71.3 ,2.15 ,1221,5.03,3.28,1.75,CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=C(F)C(F)=C(C5=CC(CC(CC)CCCC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2C8=CC=C(OCC(CC)CCCC)C=C8
1013,PBDTTT-H,9.21,0.8,17.37,0.675,181.5,73.5 ,2.47 ,846,5.1,3.42,1.68,CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C4C(C(F)=C(C(OCC(CC)CCCC)=O)S4)=C(C)S3)S5)C5=C2C6=CC=CC=C6
1014,PBDTTT-R,5.58,0.82,12.1,0.576,101.2,46.2 ,2.19 ,974,5.06,3.39,1.67,CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C4C(C(F)=C(C(OCC(CC)CCCC)=O)S4)=C(C)S3)S5)C5=C2C6=CC=C(OCC(CC)CCCC)C=C6
1016,P2,6.72,0.6,18.04,0.65,86.3,56.8 ,1.52 ,670,5.13,3.76,1.37,CC1=CC(F)=C(C2=CC(CC(CCCC)CCCCCC)=C(C3=C(OCC(CCCCC)CCC)C=C(C)S3)S2)C4=NSN=C41
1017,P3,9.61,0.66,20.69,0.71,89.8,53.8 ,1.67 ,688,5.2,3.74,1.46,CC1=C(F)C(F)=C(C2=CC(CC(CCCC)CCCCCC)=C(C3=C(OCC(CCCCC)CCC)C=C(C)S3)S2)C4=NSN=C41
1018,P1,4.08,0.65,10.58,0.593,188.5,23.3 ,8.08 ,1637,5.05,3.45,1.6,CC1=CC2=C(C(C3=CC=C(C4=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C5)=C5C=C4)S3)=C(C=C(C6=C(CCCCCCCC)C=C(C7=CC=C(C8=CC(CCCCCCCC)=C(C)S8)C9=NSN=C97)S6)S%10)C%10=C2C%11=CC=C(C%12=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C%13)=C%13C=C%12)S%11)S1
1019,P2,5.66,0.73,12.87,0.602,87.7,22.6 ,3.89 ,1655,5.09,3.49,1.6,CC1=CC2=C(C(C3=CC=C(C4=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C5)=C5C=C4)S3)=C(C=C(C6=C(CCCCCCCC)C=C(C7=CC(F)=C(C8=CC(CCCCCCCC)=C(C)S8)C9=NSN=C97)S6)S%10)C%10=C2C%11=CC=C(C%12=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C%13)=C%13C=C%12)S%11)S1
1020,P3,8.17,0.82,14.41,0.7,106.7,25.2 ,4.24 ,1673,5.06,3.41,1.65,CC1=CC2=C(C(C3=CC=C(C4=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C5)=C5C=C4)S3)=C(C=C(C6=C(CCCCCCCC)C=C(C7=C(F)C(F)=C(C8=CC(CCCCCCCC)=C(C)S8)C9=NSN=C97)S6)S%10)C%10=C2C%11=CC=C(C%12=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C%13)=C%13C=C%12)S%11)S1
1021,PzIIG-BDT2TC8,5.26,1.01,7.93,0.656,69.4,28.2 ,2.46 ,1419,5.48,3.64,1.63,CC1=CC(N(CCCCCCCC)C(C2=CC3=CN=C(/C=C4C(C=CC(C5=CC6=C(C(C7=CC(CCCCCCCC)=C(CCCCCCCC)S7)=C(C=C(C)S8)C8=C6C9=CC(CCCCCCCC)=C(CCCCCCCC)S9)S5)=C%10)=C%10N(CCCCCCCC)C=O)C=N3)=O)=C2C=C1
1023,PMOT5,9.11,0.96,13.45,0.71,112.5,45.9 ,2.45 ,1272,5.28,3.22,1.83,CC(S1)=CC2=C1C(C3=CC(OC)=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(C(C6=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C6C7=O)=O)C7=C(C8=CC=C(C)S8)S5)S4)S9)C9=C2C%10=CC(OC)=C(CC(CC)CCCC)S%10
1024,PBDTBDD,6.65,0.84,12.45,0.65,75.6,30.0 ,2.52 ,1212,5.16,3.11,1.82,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(C(C6=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C6C7=O)=O)C7=C(C8=CC=C(C)S8)S5)S4)S9)C9=C2C%10=CC=C(CC(CC)CCCC)S%10
1025,PMOT2,7.91,0.88,13.18,0.69,52.7,27.0 ,1.95 ,1403,5.22,3.21,1.78,CC(S1)=CC2=C1C(C3=CC(OC)=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=C5N=C(C8=CC(OCCCCCCCC)=CC=C8)C(C9=CC(OCCCCCCCC)=CC=C9)=N7)S4)S%10)C%10=C2C%11=CC(OC)=C(CC(CC)CCCC)S%11
1027,PBDTBO-CIBTDD,9.01,0.76,16.79,0.717,113.8,36.7 ,3.10 ,1218,5.47,3.7,1.7,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CCCCCC)S3)=C(C=C(C4=CC=C(C5=CC(Cl)=C(C6=CC(CCCCCCCCCCCC)=C(C)S6)C7=NSN=C57)S4)S8)C8=C2C9=CC=C(CC(CCCC)CCCCCC)S9
1029,PBDTHD-CIBTEH,5.29,0.78,10.94,0.644,58.6,21.8 ,2.69 ,1275,5.53,3.71,1.71,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCCCC)CCCCCC)S3)=C(C=C(C4=CC=C(C5=CC(Cl)=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C57)S4)S8)C8=C2C9=CC=C(CC(CCCCCCCC)CCCCCC)S9
1030,PBDTHD-CIBTDD,4.72,0.68,11.69,0.623,38.9,17.5 ,2.23 ,1331,5.53,3.71,1.68,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCCCC)CCCCCC)S3)=C(C=C(C4=CC=C(C5=CC(Cl)=C(C6=CC(CCCCCCCCCCCC)=C(C)S6)C7=NSN=C57)S4)S8)C8=C2C9=CC=C(CC(CCCCCCCC)CCCCCC)S9
1031,PBPD-Th,8.2,0.95,12.4,0.71,107.0,42.0 ,2.55 ,1233,5.42,3.36,1.9,CC(S1)=CC2=C1C(C3=CC=CC(OCC(CCCC)CC)=C3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C(C)S8)S5)S4)S9)C9=C2C%10=CC=CC(OCC(CCCC)CC)=C%10
1032,PBPD-Se,9.6,0.9,14.9,0.73,92.0,48.0 ,1.92 ,1328,5.35,3.31,1.77,CC(S1)=CC2=C1C(C3=CC=CC(OCC(CCCC)CC)=C3)=C(C=C(C4=CC=C(C5=C6C(C(C7=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C(C)[Se]8)S5)[Se]4)S9)C9=C2C%10=CC=CC(OCC(CCCC)CC)=C%10
1033,PBDTT-O-TT-CF,8.68,0.78,16.5,0.68,34.6,19.0 ,1.82 ,920,5.31,3.33,1.52,CC(S1)=CC2=C1C(C3=CC=C(OCC(CC)CCCC)S3)=C(C=C(C4=C5C(C(F)=C(C(C(CC)CCCC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=C(OCC(CCCC)CC)S7
